ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,29826 1 29832 3 30344 14 30862 16 31381 18 31900 19 32419 20 32939 20 33458 21 33977 22 34496 23 35015 23 35534 23 36053 23 36572 23 37091 23 37611 22 38131 21 38650 20 39169 19 39689 17 40209 15 40730 12 41252 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84846 11 85364 14 85881 18 86399 21 86917 23 87436 25 87955 25 88474 26 88993 27 89512 27 90031 27 90551 26 91070 26 91590 25 92109 25 92630 23 93149 22 93669 20 94190 18 94710 16 95231 12 95753 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53722 12 54238 17 54755 21 55272 25 55790 28 56308 29 56827 31 57346 31 57864 34 58383 34 58902 34 59421 34 59941 34 60460 35 60979 35 61499 34 62018 34 62538 32 63058 30 63578 28 64098 26 64619 23 65140 19 65662 14 66187 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24172 1 24685 12 25202 16 25719 19 26237 21 26754 24 27273 24 27791 26 28309 28 28828 28 29346 29 29864 30 30383 30 30902 30 31421 30 31940 30 32459 29 32978 28 33497 28 34016 28 34535 26 35055 25 35575 23 36094 22 36613 21 37134 18 37654 15 38177 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79698 5 80215 11 80733 15 81251 17 81770 18 82288 21 82806 23 83325 24 83844 26 84364 25 84883 27 85403 26 85922 26 86441 27 86961 25 87481 24 88000 24 88520 22 89040 20 89561 16 90082 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113453 2 113969 8 114486 12 115004 14 115522 17 116040 18 116558 21 117076 22 117595 24 118114 24 118633 25 119152 26 119671 27 120190 28 120709 28 121228 28 121747 28 122268 26 122787 26 123308 24 123827 24 124348 22 124870 19 125392 15 125914 11 126436 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129544 7 130062 10 130580 13 131099 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,327 14 845 17 1363 19 1881 22 2399 23 2917 25 3435 27 3954 27 4472 30 4990 31 5509 31 6028 31 6548 30 7068 29 7587 28 8107 26 8627 23 9148 20 9677 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,11232 5 11747 11 12264 15 12781 19 13299 21 13817 23 14335 26 14853 27 15372 27 15891 28 16410 29 16929 29 17448 29 17967 29 18486 29 19005 28 19524 28 20043 27 20562 27 21082 26 21602 24 22121 23 22641 22 23161 20 23682 17 24202 14 24723 10 25244 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71960 10 72476 15 72993 19 73511 21 74029 23 74546 25 75064 27 75582 29 76101 29 76619 30 77137 31 77655 32 78173 33 78692 33 79211 33 79730 32 80248 32 80766 33 81285 33 81804 31 82323 31 82842 29 83361 29 83880 27 84399 25 84919 22 85439 19 85960 16 86480 12 87003 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100509 2 101025 12 101542 16 102060 18 102578 20 103097 21 103615 22 104134 23 104653 24 105172 24 105691 24 106210 24 106729 24 107247 25 107766 24 108285 24 108804 23 109323 23 109842 23 110361 23 110880 21 111399 21 111919 20 112438 18 112958 17 113478 14 114000 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,41343 12 41860 18 42379 21 42896 24 43415 26 43933 27 44452 28 44970 30 45489 30 46007 31 46526 31 47045 30 47564 29 48083 29 48602 29 49121 27 49641 26 50161 23 50681 20 51203 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125963 7 126481 10 126998 13 127517 14 128035 15 128554 15 129072 16 129591 16 130110 16 130628 16 131147 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10762 7 11277 13 11795 15 12313 16 12831 19 13349 20 13866 22 14385 22 14903 23 15421 24 15940 24 16458 25 16976 26 17495 25 18014 25 18533 24 19052 24 19570 25 20089 24 20607 24 21126 23 21646 21 22165 21 22685 18 23204 17 23724 15 24245 11 24767 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,98988 5 99505 8 100022 12 100541 12 101059 13 101577 14 102096 14 102615 14 103134 14 103653 15 104171 17 104690 17 105209 17 105728 17 106246 18 106765 18 107284 18 107803 17 108322 16 108841 16 109360 16 109879 16 110397 17 110915 18 111434 17 111953 16 112472 16 112991 16 113510 15 114029 14 114548 13 115069 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90699 9 91217 13 91735 15 92253 18 92772 19 93290 20 93808 22 94328 22 94847 22 95366 22 95886 21 96405 21 96924 21 97443 21 97963 20 98482 20 99002 18 99522 17 100041 17 100560 16 101080 15 101599 14 102119 12 102639 10 103161 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,396 25 915 25 1434 25 1953 25 2472 25 2992 24 3512 23 4031 23 4550 23 5070 22 5590 20 6110 18 6632 15 7153 12 7675 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47641 11 48156 17 48673 21 49190 24 49708 26 50226 29 50745 29 51263 30 51782 31 52301 32 52820 31 53339 30 53858 30 54378 29 54897 29 55417 27 55937 25 56457 22 56979 17 57503 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114596 8 115113 11 115631 12 116149 14 116667 14 117186 14 117704 15 118223 15 118741 16 119260 16 119778 17 120296 18 120815 17 121334 16 121852 17 122371 17 122889 18 123407 19 123926 19 124445 18 124964 17 125483 17 126001 18 126520 18 127039 17 127558 16 128077 16 128596 15 129115 14 129634 14 130153 12 130673 10 131193 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20662 3 21177 11 21694 14 22212 16 22730 18 23249 18 23767 20 24286 21 24804 22 25323 22 25841 23 26360 23 26878 24 27397 23 27915 23 28434 23 28953 23 29471 24 29990 24 30509 24 31028 22 31547 22 32065 23 32585 20 33104 20 33623 18 34143 17 34663 14 35184 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,67386 24 67903 29 68421 31 68939 32 69458 33 69977 34 70496 34 71015 34 71534 34 72054 33 72574 31 73093 30 73613 28 74134 24 74656 19 75183 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,110994 8 111508 16 112026 18 112544 20 113062 22 113581 24 114101 24 114620 25 115140 24 115659 24 116179 24 116699 24 117218 24 117739 22 118258 22 118779 20 119299 19 119820 17 120341 15 120861 14 121382 12 121903 10 122425 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,448 22 968 22 1487 22 2006 22 2525 22 3044 22 3563 22 4083 21 4603 19 5122 18 5641 18 6160 18 6681 14 7201 12 7723 8 8244 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,83506 5 84025 5 84544 8 85062 10 85581 11 85601 3 86100 12 86120 6 86619 14 86635 13 87138 29 87657 32 88177 26 88204 5 88697 25 88723 8 89217 24 89242 9 89737 23 89761 10 90257 21 90281 10 90778 16 90800 10 91299 15 91320 9 91819 14 91840 7 92338 13 92361 4 92856 13 93374 14 93892 15 94410 16 94927 19 95431 4 95440 25 95947 38 96466 38 96982 42 97501 42 98020 42 98539 42 99061 38 99581 36 100101 34 100622 31 101144 26 101665 21 102190 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26421 9 26936 16 27453 19 27971 21 28002 6 28489 23 28518 11 29007 24 29035 14 29525 45 30044 45 30563 45 31081 47 31599 49 32118 49 32637 49 33156 49 33674 50 34192 51 34711 51 35230 51 35749 51 36268 51 36787 51 37306 51 37825 51 38344 51 38865 48 39384 17 39404 27 39905 12 39924 26 40430 2 40444 23 40963 22 41484 18 42006 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,52396 1 52913 6 53432 7 53951 8 54470 9 54989 9 55508 10 56027 10 56546 10 57065 10 57584 10 58103 10 58623 9 59142 9 59661 10 60181 9 60700 9 61219 9 61738 9 62257 9 62777 7 63297 6 63816 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,503 11 1023 10 1544 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,49303 1 49823 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1794 1 1824 13 2049 2 2079 15 2305 3 2334 17 2561 3 2590 18 2817 4 2835 4 2846 19 3073 6 3088 9 3102 20 3329 7 3342 12 3358 21 3585 7 3596 15 3614 21 3841 8 3850 42 4097 52 4353 52 4609 53 4865 53 5121 54 5380 51 5636 51 5897 45 6153 44 6409 43 6666 41 6923 40 7179 18 7198 19 7436 15 7456 12 7469 2 7692 14 7949 12 8206 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12801 2 13057 5 13313 6 13569 8 13825 8 14081 9 14337 9 14593 10 14849 10 15105 10 15361 10 15617 10 15873 10 16129 10 16385 10 16641 10 16897 10 17153 9 17409 8 17665 5 17921 4 18177 4 18433 4 18689 3 18945 2 19201 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33537 1 33793 2 34049 4 34305 4 34561 5 34817 5 35073 6 35329 6 35585 7 35841 7 36097 7 36353 7 36609 7 36865 6 37121 6 37377 6 37633 5 37889 5 38145 4 38401 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 4 43265 7 43521 8 43777 9 44033 10 44289 10 44545 11 44801 11 45057 11 45314 1 45320 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,53249 2 53505 2 53761 2 54017 2 54273 3 54529 4 54785 4 55041 4 55297 4 55553 5 55809 4 56065 4 56321 4 56577 4 56833 3 57089 2 57345 2 57601 2 57857 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59138 1 59393 3 59649 3 59905 2 60161 2 60417 2 60673 2 60929 2 61185 3 61441 4 61697 4 61953 4 62209 4 62465 4 62721 4 62977 3 63233 3 63489 3 63745 3 64001 3 64257 3 64513 2 64769 2 65025 2 65281 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,50180 2 50434 4 50690 3 50948 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51726 1 51979 5 52234 7 52490 8 52745 9 53000 11 53256 11 53512 11 53768 10 54025 8 54281 7 54537 7 54794 7 55052 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36649 5 36904 8 37159 10 37414 11 37430 1 37670 18 37925 20 38180 14 38196 5 38436 14 38452 5 38678 1 38680 1 38692 13 38709 3 38932 10 38947 14 39187 13 39203 14 39441 16 39459 14 39697 31 39952 31 40208 30 40463 30 40718 30 40974 30 41230 23 41254 4 41486 23 41511 1 41742 23 41998 24 42254 24 42510 25 42767 23 43023 23 43280 21 43536 21 43793 18 44050 15 44307 13 44565 10 44821 8 45081 4 45338 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52001 6 52255 10 52510 12 52765 14 53020 15 53275 17 53531 17 53787 16 54042 17 54298 17 54554 20 54810 20 55066 22 55322 23 55578 24 55834 25 56091 24 56348 24 56608 20 56865 19 57122 18 57379 17 57636 16 57893 14 58151 11 58407 10 58661 12 58674 5 58916 19 59171 21 59426 22 59682 23 59937 24 60194 24 60450 24 60706 23 60962 23 61218 22 61474 22 61731 21 61987 20 62243 20 62500 17 62757 15 63014 13 63270 13 63526 13 63780 15 64036 15 64292 16 64547 17 64804 18 64832 6 65059 20 65081 15 65315 38
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9768 2 10021 7 10275 12 10530 14 10785 16 11041 17 11296 18 11551 20 11806 21 12061 22 12316 23 12572 24 12828 24 13084 24 13340 24 13596 24 13851 24 14107 24 14363 24 14619 24 14875 23 15132 22 15389 21 15647 18 15904 16 16161 12 16417 11 16675 7 16933 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28708 4 28963 7 29218 9 29473 10 29729 10 29984 12 30240 12 30496 12 30752 13 31009 13 31265 13 31521 13 31777 13 32033 13 32290 11 32547 9 32804 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46390 1 46642 9 46897 11 47150 15 47405 17 47660 18 47916 19 48171 20 48427 20 48683 19 48939 19 49196 18 49452 18 49708 17 49964 18 50221 16 50478 15 50734 15 50990 15 51247 14 51504 13 51760 13 52018 11 52276 8 52534 5 52793 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20528 6 20783 8 21037 11 21293 11 21549 11 21805 12 22061 12 22317 12 22573 12 22830 10 23086 10 23343 8 23600 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37951 7 38206 8 38461 10 38716 12 38972 12 39227 14 39482 16 39737 17 39992 18 40248 18 40503 20 40759 20 41014 20 41270 20 41526 20 41782 20 42037 20 42293 20 42549 18 42806 16 43063 14 43320 11 43578 8 43836 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26179 8 26433 11 26689 12 26944 14 27200 14 27456 14 27712 14 27968 14 28223 16 28479 16 28735 16 28992 15 29248 15 29505 12 29762 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26744 2 26996 11 27252 13 27507 17 27762 20 28018 20 28273 22 28529 22 28785 22 29041 22 29297 22 29553 21 29809 21 30065 20 30321 19 30578 17 30835 16 31092 15 31349 12 31606 9 31864 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4729 3 4983 6 5238 11 5493 13 5748 15 6004 17 6259 19 6515 19 6771 19 7027 19 7283 19 7538 20 7794 20 8050 20 8307 18 8563 19 8820 18 9077 16 9334 15 9590 14 9848 11 10107 7 10365 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19855 2 20105 12 20360 14 20615 16 20870 18 21126 19 21381 20 21637 21 21892 22 22148 22 22404 22 22659 23 22915 23 23171 22 23428 21 23684 20 23940 19 24197 18 24454 15 24711 13 24974 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2448 6 2702 9 2957 10 3213 11 3468 13 3724 14 3980 15 4236 16 4492 17 4749 17 5005 18 5261 19 5518 19 5774 20 6031 20 6287 21 6545 19 6801 19 7059 17 7316 16 7576 11 7834 9 8092 6 8349 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9382 3 9633 10 9887 14 10142 16 10397 18 10653 19 10908 21 11164 21 11412 1 11420 22 11666 32 11920 34 12176 34 12431 35 12686 36 12942 35 13197 35 13453 34 13709 33 13965 25 13992 3 14221 22 14478 20 14734 19 14990 18 15247 17 15504 16 15760 15 16018 11 16281 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,151 19 408 18 665 17 922 15 1179 13 1437 11 1694 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,29611 5 29866 8 30120 12 30375 14 30631 15 30886 16 31142 17 31398 17 31653 19 31909 19 32165 20 32421 20 32677 20 32933 21 33189 21 33445 21 33702 20 33958 20 34215 18 34472 16 34728 15 34985 13 35244 8 35501 6
